,fecha_hora_inicio,fecha_hora_fin,model_score,model_accuracy,model_precision,model_recall
0,"13/07/2019, 15:10:39","13/07/2019, 15:10:39",0.719626168224299,0.719626168224299,0.6129032258064516,0.5135135135135135
